Symbol,Company,Description,Sector,Industry,Weights
3382,N/A,N/A,N/A,N/A,N/A
SGO,N/A,N/A,N/A,N/A,N/A
KER,N/A,N/A,N/A,N/A,N/A
AMS,American Shared Hospital Services,"American Shared Hospital Services provides radiosurgery and radiation therapy equipment to health care providers. The company offers radiosurgery equipment for the Gamma Knife stereotactic radiosurgery, a non-invasive procedure to treat malignant and benign brain tumors, and arteriovenous malformations, as well as for trigeminal neuralgia. It also provides financing services for Leksell Gamma Knife units. In addition, the company offers proton beam radiation therapy services in Orlando, Florida and Long Beach, California, as well as offers planning, installation, reimbursement, and marketing support services to its customers. American Shared Hospital Services was founded in 1980 and is based in San Francisco, California.",Healthcare,Medical Care Facilities,0.19%
DSY,N/A,N/A,N/A,N/A,N/A
CAP,N/A,N/A,N/A,N/A,N/A
ENGI,N/A,N/A,N/A,N/A,N/A
RIO,Rio Tinto Group,"Rio Tinto Group engages in exploring, mining, and processing mineral resources worldwide. The company operates through Iron Ore, Aluminium, Copper, and Minerals Segments. It offers aluminum, copper, iron ore, diamonds, gold, borates, titanium dioxide, salt, silver, molybdenum, and lithium. The company also owns and operates open pit and underground mines, refineries, smelters, and concentrator facilities, as well as power stations, research, and service facilities. Rio Tinto Group was founded in 1873 and is headquartered in London, the United Kingdom.",Basic Materials,Other Industrial Metals & Mining,0.48%
BMW,N/A,N/A,N/A,N/A,N/A
GIVN,N/A,N/A,N/A,N/A,N/A
AD,N/A,N/A,N/A,N/A,N/A
LONN,N/A,N/A,N/A,N/A,N/A
6503,N/A,N/A,N/A,N/A,N/A
DSV,N/A,N/A,N/A,N/A,N/A
WOW,"WideOpenWest, Inc.","WideOpenWest, Inc. provides high speed data, cable television, and digital telephony services to residential and business services customers in the United States. The company's video services include basic cable services that comprise local broadcast television and local community programming; digital cable services; WOW tv+ that offers traditional cable video and cloud DVR functionality, voice remote with Google Assistant, and Netflix integration along with access to various streaming services and apps through the Google Play Store; and commercial-free movies, TV shows, sports, and other special event entertainment programs. Its telephony services consist of local and long-distance telephone services; business telephony and data services include fiber based, office-to-office metro Ethernet, session initiated protocol trunking, colocation infrastructure, cloud computing, managed backup, and recovery services. The company was formerly known as WideOpenWest Kite, Inc. and changed its name to WideOpenWest, Inc. in March 2017. WideOpenWest, Inc. was founded in 2001 and is based in Englewood, Colorado.",Communication Services,Telecom Services,0.18%
EOAN,N/A,N/A,N/A,N/A,N/A
AHT,"Ashford Hospitality Trust, Inc.","Ashford Hospitality Trust is a real estate investment trust (REIT) focused on investing predominantly in upper upscale, full-service hotels.",Real Estate,REIT - Hotel & Motel,0.18%
STMMI,N/A,N/A,N/A,N/A,N/A
2914,N/A,N/A,N/A,N/A,N/A
8002,N/A,N/A,N/A,N/A,N/A
8053,N/A,N/A,N/A,N/A,N/A
FLTR,N/A,N/A,N/A,N/A,N/A
RWE,N/A,N/A,N/A,N/A,N/A
PGHN,N/A,N/A,N/A,N/A,N/A
FMG,N/A,N/A,N/A,N/A,N/A
7751,N/A,N/A,N/A,N/A,N/A
TCL,N/A,N/A,N/A,N/A,N/A
GMG,N/A,N/A,N/A,N/A,N/A
BARC,N/A,N/A,N/A,N/A,N/A
6954,N/A,N/A,N/A,N/A,N/A
VWS,N/A,N/A,N/A,N/A,N/A
TSCO,Tractor Supply Company,"Tractor Supply Company operates as a rural lifestyle retailer in the United States. The company offers a selection of merchandise, including equine, livestock, pet, and small animal products necessary for their health, care, growth, and containment; hardware, truck, towing, and tool products; seasonal products, such as heating products, lawn and garden items, power equipment, gifts, and toys; work/recreational clothing and footwear; and maintenance products for agricultural and rural use. It provides its products under the 4health, Producer's Pride, American Farmworks, Red Shed, Bit & Bridle, Redstone, Blue Mountain, Retriever, C.E. Schmidt, Ridgecut, Countyline, Royal Wing, Dumor, Strive, Groundwork, Traveller, Huskee, Treeline, JobSmart, TSC Tractor Supply Co, Paws & Claws, and Untamed brands. The company operates its retail stores under the Tractor Supply Company, Orscheln Farm and Home, and Petsense names; and operates websites under the TractorSupply.com and Petsense.com names. It sells its products to recreational farmers, ranchers, and others. The company was founded in 1938 and is based in Brentwood, Tennessee.",Consumer Cyclical,Specialty Retail,0.16%
III,"Information Services Group, Inc.","Information Services Group, Inc., together with its subsidiaries, operates as a technology research and advisory company in the Americas, Europe, and the Asia Pacific. The company offers digital transformation services, including automation, cloud, and data analytics; sourcing advisory; managed governance and risk; network carrier; technology strategy and operations design; change management; and market intelligence and technology research and analysis services. It supports private and public sector organizations to transform and optimize their operational environments. The company also provides ISG Digital, a client solution platform that helps clients developing technology, transformation, sourcing, and digital solutions; and ISG Enterprise, a client solution platform that helps clients manage change and optimize operations in areas comprising finance, human resource, and Procure2Pay. In addition, it offers ISG GovernX, a software platform, which provides insights from market and performance data, and automates the management of third-party supplier relationships that comprise contract and project lifecycles, and risk management. The company serves private sector clients operating in the manufacturing, banking and financial services, insurance, health sciences, energy and utilities, and consumer services industries; and public sector clients, including state and local governments, airport and transit authorities, and national and provincial government units. Information Services Group, Inc. was founded in 2006 and is based in Stamford, Connecticut.",Technology,Information Technology Services,0.16%
RR,Richtech Robotics Inc. Class B Common Stock,"Richtech Robotics Inc. develops, manufactures, deploys, and sells robotic solutions for automation in the service industry. The company offers indoor transport and delivery, sanitation, and food and beverage automation solutions, such as ADAM and ARM worker robots; delivery robots, including Matradee, Matradee X, Matradee L, Richie and Robbie; and cleaning robots comprising DUST-E SX, DUST-E MX, and UV Guardian. It primarily serves restaurants, hotels, casinos, senior living homes, factories, and retail centers, as well as hospitals, and movie theaters, as well as accessories. The company was formerly known as Richtech Creative Displays LLC and changed its name to Richtech Robotics Inc. on June 22, 2022. Richtech Robotics Inc. was incorporated in 2016 and is headquartered in Las Vegas, Nevada.",Industrials,Specialty Industrial Machinery,0.16%
LR,N/A,N/A,N/A,N/A,N/A
6301,N/A,N/A,N/A,N/A,N/A
4901,N/A,N/A,N/A,N/A,N/A
9022,N/A,N/A,N/A,N/A,N/A
ARGX,argenx SE,"argenx SE, a biotechnology company, engages in the developing of various therapies for the treatment of autoimmune diseases in the United States, the Netherlands, Belgium, Japan, Switzerland, Germany, France, Canada, the United Kingdom, and Italy. Its lead product candidate is efgartigimod for the treatment of patients with myasthenia gravis, immune thrombocytopenia, pemphigus vulgaris, pemphigus foliaceus, chronic inflammatory demyelinating polyneuropathy, bullous pemphigoid, and idiopathic inflammatory myopathy; and ENHANZE SC. The company is also developing ARGX-109 and ARGX-116; ARGX-117 for severe autoimmune indications; ARGX-118 for airway inflammation; ARGX-119, an antibody that targets muscle-specific tyrosine kinase stage; and ARGX-114, an antibody directed against the mesenchymal-epithelial transition factor receptor. In addition, its partnered product candidates include Cusatuzumab for treatment of acute myeloid leukemia; ARGX-115 for the treatment of cancer; and ARGX-112 to treat interleukin-22 receptor. The company has strategic partnership with AbbVie S.À.R.L., Zai Lab Limited, and LEO Pharma A/S; and collaboration and license agreement with Genor Biopharma Co. Ltd, Université Catholique de Louvain, Sopartec S.A., NYU Langone Health, Leiden University Medical Center, AgomAb Therapeutics NV, Broteio Pharma B.V., VIB vzw, University of Texas, BioWa, Inc., Staten Biotechnology B.V., and Shire International GmbH. It also has collaboration agreement with Genmab A/S to discover, develop, and commercialize novel therapeutic antibodies with applications in immunology and oncology, as well as a strategic collaboration with IQVIA Holdings Inc. to provide safety systems and services. argenx SE was incorporated in 2008 and is based in Amsterdam, the Netherlands.",Healthcare,Biotechnology,0.01%
DBK,N/A,N/A,N/A,N/A,N/A
HEIA,N/A,N/A,N/A,N/A,N/A
TEF,"Telefónica, S.A.","Telefónica, S.A., together with its subsidiaries, provides telecommunications services in Europe and Latin America. The company's mobile and related services and products comprise mobile voice, value added, mobile data and Internet, wholesale, corporate, roaming, fixed wireless, and trunking and paging services. Its fixed telecommunication services include PSTN lines; ISDN accesses; public telephone services; local, domestic, and international long-distance and fixed-to-mobile communications; corporate communications; supplementary value-added services; video telephony; intelligent network; and telephony information services, as well as leases and sells handset equipment. The company also provides Internet and broadband multimedia services comprising Internet service provider, portal and network, retail and wholesale broadband access, narrowband switched access, high-speed Internet through fibre to the home, and voice over Internet protocol services. In addition, it offers leased line, virtual private network, fibre optics, web hosting and application, managed hosting, content delivery, outsourcing and consultancy, desktop, and system integration and professional services. Further, the company offers wholesale services for telecommunication operators, including domestic interconnection and international wholesale services; leased lines for other operators; and local loop leasing services, as well as bit stream services, wholesale line rental accesses, and leased ducts for other operators' fiber deployment. Additionally, it provides video/TV services; smart connectivity and services, and consumer IoT products; financial and other payment, security, cloud, advertising, big data, and digital experience services; virtual assistants; and Movistar Home devices. The company was incorporated in 1924 and is headquartered in Madrid, Spain.",Communication Services,Telecom Services,0.15%
6702,N/A,N/A,N/A,N/A,N/A
6752,N/A,N/A,N/A,N/A,N/A
G,Genpact Limited,"Genpact Limited provides business process outsourcing and information technology (IT) services in India, rest of Asia, North and Latin America, and Europe. It operates through three segments: Financial services; Consumer and Healthcare; and High Tech and Manufacturing. The company offers CFO advisory services; and environmental, social, and governance (ESG) services, such as data management, carbon accounting, human rights assessment, sustainability diligence, and ESG reporting. It also provides finance and accounting services, which include accounts payable, such as document management, invoice processing, approval and resolution management, and travel and expense processing; invoice-to-cash services, including customer master data management, credit and contract management, fulfillment, billing, collections, and dispute management services; record to report services comprising accounting, treasury, tax, product cost accounting, and closing and reporting services; financial planning and analysis consisting of budgeting, forecasting, and business performance reporting; and enterprise risk and compliance services, including operational risks and controls. In addition, the company provides supply chain advisory services, and after-sales services; sourcing and procurement services comprising direct and indirect strategic sourcing, category management, spend analytics, procurement operation, and master data management; and sales and commercial services, including campaign, order, and dispute management, lead generation, pricing, and promotion optimization. Further, it offers IT services, which comprise end-user computing support, infrastructure management; and transformation services that include digital solutions, consulting services, and analytics services and solutions. The company was founded in 1997 and is based in Hamilton, Bermuda.",Technology,Information Technology Services,0.15%
6857,N/A,N/A,N/A,N/A,N/A
2269,N/A,N/A,N/A,N/A,N/A
SSE,N/A,N/A,N/A,N/A,N/A
5108,N/A,N/A,N/A,N/A,N/A
0R87,N/A,N/A,N/A,N/A,N/A
ML,MoneyLion Inc.,"MoneyLion Inc. provides a digital financial platform. The company's platform offers access to banking, borrowing, and investing solutions for customers. Its principal products include roarmoney, a digital demand deposit account; instacash, a cash advance product that gives customers early access to their recurring income deposits; Credit Builder Plus; MoneyLion Investing, an online investment account that offers access to separately managed accounts invested based on model exchange-traded fund portfolios; and MoneyLion Crypto, an online cryptocurrency account. It also provides embedded finance marketplace connecting and matching consumers with real-time, personalized product, and service recommendations through its proprietary integrative technology; and offers creative media and marketing services to clients across industries through its media division. The company is headquartered in New York, New York.",Technology,Software - Application,0.14%
ASM,Avino Silver & Gold Mines Ltd.,"Avino Silver & Gold Mines Ltd., together with its subsidiaries, engages in the acquisition, exploration, and advancement of mineral properties in Canada. It primarily explores for silver, gold, and copper deposits. The company owns interests in 42 mineral claims and four leased mineral claims, including Avino mine area property comprising four exploration concessions covering 154.4 hectares, 24 exploitation concessions covering 1,284.7 hectares, and one leased exploitation concession covering 98.83 hectares; Gomez Palacio property consists of nine exploration concessions covering 2,549 hectares; Santiago Papasquiaro property comprises four exploration concessions covering 2,552.6 hectares and one exploitation concession covering 602.9 hectares; and Unification La Platosa properties, which include three leased concessions located in the state of Durango, Mexico. It also owns 100% interests in the Minto and Olympic-Kelvin properties located in British Columbia, Canada; and 14 quartz leases in Eagle property located in the Mayo Mining Division of Yukon, Canada. In addition, the company acquires the La Preciosa property comprises 15 exploration concessions covering an area of 6,011 hectares located in Durango, Mexico. Avino Silver & Gold Mines Ltd. was incorporated in 1968 and is headquartered in Vancouver, Canada.",Basic Materials,Other Precious Metals & Mining,0.14%
0OQV,N/A,N/A,N/A,N/A,N/A
4503,N/A,N/A,N/A,N/A,N/A
VOD,Vodafone Group Public Limited Company,"Vodafone Group Public Limited Company provides telecommunication services in Europe and internationally. It offers mobile connectivity services comprising end-to-end services for mobile voice and data, messaging, device management, BYOx, and telecoms management, as well as professional and consulting services; and fixed line connectivity, such as fixed voice and data, broadband, software-defined networks, managed WAN, LAN, ethernet, and satellite; and financial services, as well as business and merchant services. The company also provides consumer Internet of Things (IoT) propositions, as well as security and insurance products; mobile services; logistics, fleet management, and smart metering services; WiFi; digital services comprising mobile application development, multi-access edge computing, worker insights, AI assistant, drone detection, visual inspection, and mixed reality, as well as Vodafone Analytics platform; and traditional IT hosting services, including colocation, managed hosting, security, hosting infrastructure, and flexible computing for government. In addition, it offers integrated business communication services, as well as fixed mobile convergence services; and carrier services, as well as IoT devices comprising managed tablets and integrated terminals. Further, it offers M-Pesa, an African mobile money platform to make payments and provide financial services; Vodafone Business multi-cloud platform; and productivity solutions, as well as operates digital cloud-based television platforms. It serves private and public sector customers in the manufacturing, retail, automotive, banking finance, healthcare, smart cities and public, agriculture, transport and logistics, and energy and utilities management industries. It offers its products and services through digital and physical channels. Vodafone Group Public Limited Company has a strategic partnership with Open Fiber. The company was incorporated in 1984 and is based in Newbury, the United Kingdom.",Communication Services,Telecom Services,0.14%
6723,N/A,N/A,N/A,N/A,N/A
7269,N/A,N/A,N/A,N/A,N/A
8801,N/A,N/A,N/A,N/A,N/A
8591,N/A,N/A,N/A,N/A,N/A
4543,N/A,N/A,N/A,N/A,N/A
MRK,"Merck & Co., Inc.","Merck & Co., Inc. operates as a healthcare company worldwide. It operates through two segments, Pharmaceutical and Animal Health. The Pharmaceutical segment offers human health pharmaceutical products in the areas of oncology, hospital acute care, immunology, neuroscience, virology, cardiovascular, and diabetes, as well as vaccine products, such as preventive pediatric, adolescent, and adult vaccines. The Animal Health segment discovers, develops, manufactures, and markets veterinary pharmaceuticals, vaccines, and health management solutions and services, as well as digitally connected identification, traceability, and monitoring products. The company serves drug wholesalers and retailers, hospitals, and government agencies; managed health care providers, such as health maintenance organizations, pharmacy benefit managers, and other institutions; and physicians and physician distributors, veterinarians, and animal producers. It has collaborations with AstraZeneca PLC; Bayer AG; Eisai Co., Ltd.; Ridgeback Biotherapeutics LP; and Gilead Sciences, Inc. to jointly develop and commercialize long-acting treatments in HIV, as well as a collaboration with Bionomics to identify novel a7 nAChR PAMs suitable for the treatment of cognitive disorder; and clinical trial collaboration and supply agreement with Ankyra Therapeutics to evaluate ANK-101 in combination with KEYTRUDA (pembrolizumab) in patients with advanced solid tumors, as well as a clinical trial collaboration and supply agreement with Phanes Therapeutics, Inc. to evaluate PT886 in combination with KEYTRUDA for the treatment of claudin 18.2 positive gastric or gastroesophageal junction adenocarcinomas, as well as a development and commercialization agreement with Daiichi Sankyo Company, Limited to jointly develop and commercialize Daiichi Sankyo's DXd antibody drug conjugate (ADC) candidates. Merck & Co., Inc. was founded in 1891 and is headquartered in Rahway, New Jersey.",Healthcare,Drug Manufacturers - General,0.14%
GMAB,Genmab A/S,"Genmab A/S develops antibody therapeutics for the treatment of cancer and other diseases primarily in Denmark. The company markets DARZALEX, a human monoclonal antibody for the treatment of patients with multiple myeloma (MM); teprotumumab for the treatment of thyroid eye disease; ofatumurnab, a human monoclonal antibody to treat chronic lymphocytic leukemia (CLL) and multiple sclerosis; and Amivantamab for advanced or metastatic gastric or esophageal cancer and NSCLC. Its products include daratumumab to treat MM, non-MM blood cancers, and AL amyloidosis; GEN1047; tisotumab vedotin for treating cervical, ovarian, and solid cancers; DuoBody-PD-L1x4-1BB, and DuoBody-CD40x4-1BB for treating solid tumors; Epcoritamab for relapsed/refractory diffuse large B-cell lymphoma and chronic lymphocytic leukemia; and HexaBody-CD38 and DuoHexaBody-CD37 for treating hematological malignancies. The company also develops Teclistamab, which is in Phase 2 trial for vaso-occlusive crises; Camidanlumab tesirine to treat hodgkin lymphoma and solid tumors; JNJ-64007957 and JNJ-64407564 to treat MM; PRV-015 for treating celiac disease; Mim8 for treating haemophilia A; and Lu AF82422 for treating multiple system atrophy disease. In addition, it has approximately 20 active pre-clinical programs. The company has a commercial license and collaboration agreement with Seagen Inc. to co-develop tisotumab vedotin. It also has a collaboration agreement with CureVac AG for the research and development of differentiated mRNA-based antibody products; argenx to discover, develop, and commercialize novel therapeutic antibodies with applications in immunology and oncology; and AbbVie for the development of epcoritamab, as well as collaborations with BioNTech, Janssen, Novo Nordisk A/S, BliNK Biomedical SAS, and Bolt Biotherapeutics, Inc. Genmab A/S was founded in 1999 and is headquartered in Copenhagen, Denmark.",Healthcare,Biotechnology,0.14%
5401,N/A,N/A,N/A,N/A,N/A
VOW3,N/A,N/A,N/A,N/A,N/A
VNA,N/A,N/A,N/A,N/A,N/A
4578,N/A,N/A,N/A,N/A,N/A
8750,N/A,N/A,N/A,N/A,N/A
6594,N/A,N/A,N/A,N/A,N/A
4519,N/A,N/A,N/A,N/A,N/A
2802,N/A,N/A,N/A,N/A,N/A
IMB,N/A,N/A,N/A,N/A,N/A
9020,N/A,N/A,N/A,N/A,N/A
SAND,Sandstorm Gold Ltd.,"Sandstorm Gold Ltd. operates as a gold royalty company. The company focuses on acquiring royalties and gold and other metals purchase agreements (streams) from companies that have advanced stage development projects or operating mines. It offers upfront payments for companies to acquire a stream or royalty and receives the right to purchase a percentage of a mine's production for the life of the mine at a fixed price per unit or at a fixed percentage of the spot price. The company has a portfolio of 250 streams and royalties. It primarily has operations in Canada, Mexico, the United States, Mongolia, Burkina Faso, Ecuador, South Africa, Ghana, Botswana, Cote D'Ivoire, Argentina, Brazil, Chile, Peru, Egypt, Ethiopia, Guyana, Paraguay, French Guiana, Turkey, Sweden, Fiji, and Australia. The company was formerly known as Sandstorm Resources Ltd. and changed its name to Sandstorm Gold Ltd. in February 2011. Sandstorm Gold Ltd. was incorporated in 2007 and is headquartered in Vancouver, Canada.",Basic Materials,Gold,0.13%
SAMPO,N/A,N/A,N/A,N/A,N/A
UMG,N/A,N/A,N/A,N/A,N/A
CLNX,N/A,N/A,N/A,N/A,N/A
HLN,Haleon plc,"Haleon plc, together with its subsidiaries, engages in the research, development, manufacture, and sale of various consumer healthcare products in North America, Europe, the Middle East, Africa, Latin America, and the Asia Pacific. The company provides oral health, pain relief, respiratory health, digestive health, and other products, as well as vitamins, minerals, and supplements. Its portfolio of brands includes Advil, Sensodyne, Panadol, Voltaren, Theraflu, Otrivin, Polident, parodontax, and Centrum. The company was formerly known as DRVW 2022 plc and changed its name to Haleon plc in February 2022. Haleon plc was incorporated in 2021 and is headquartered in Weybridge, the United Kingdom.",Healthcare,Drug Manufacturers - Specialty & Generic,0.13%
1925,N/A,N/A,N/A,N/A,N/A
SEBA,N/A,N/A,N/A,N/A,N/A
2502,N/A,N/A,N/A,N/A,N/A
ATCOB,N/A,N/A,N/A,N/A,N/A
REP,N/A,N/A,N/A,N/A,N/A
7011,N/A,N/A,N/A,N/A,N/A
0EYG,N/A,N/A,N/A,N/A,N/A
0NV5,N/A,N/A,N/A,N/A,N/A
NOKIA,N/A,N/A,N/A,N/A,N/A
HEXAB,N/A,N/A,N/A,N/A,N/A
PHIA,N/A,N/A,N/A,N/A,N/A
6971,N/A,N/A,N/A,N/A,N/A
KNEBV,N/A,N/A,N/A,N/A,N/A
SLHN,N/A,N/A,N/A,N/A,N/A
8267,N/A,N/A,N/A,N/A,N/A
PUB,N/A,N/A,N/A,N/A,N/A
VIE,N/A,N/A,N/A,N/A,N/A
STAN,N/A,N/A,N/A,N/A,N/A
EVO,Evotec SE,"Evotec SE operates as drug discovery and development partner for the pharmaceutical and biotechnology industry worldwide. The company is developing pharmaceutical products in various therapeutic areas, such as diabetes and complications, fibrosis, infectious diseases, CNS diseases, oncology, pain and inflammation, immunology, rare diseases, respiratory diseases, and women's health. It has collaboration agreements with Bayer; Lilly; Almirall; Chinook Therapeutics; Novo Nordisk A/S; Galapagos; Pfizer Inc.; CONBA Pharmaceutical Co., Ltd.; Bristol Myers Squibb Company; Zhejiang JingXin Pharmaceutical Co., Ltd; Janseen Biotech; Kazia Therapeutics; Apeiron Biologics; and Takeda Pharmaceuticals, as well as a strategic partnership with Dewpoint Therapeutics to advance oncology pipeline programs of condensate modifying therapeutics to investigational new drug applications. The company was formerly known as Evotec AG and changed its name to Evotec SE in April 2019. Evotec SE was incorporated in 1993 and is headquartered in Hamburg, Germany.",Healthcare,Drug Manufacturers - Specialty & Generic,0.12%
4452,N/A,N/A,N/A,N/A,N/A
6146,N/A,N/A,N/A,N/A,N/A
8802,N/A,N/A,N/A,N/A,N/A
7733,N/A,N/A,N/A,N/A,N/A
6178,N/A,N/A,N/A,N/A,N/A
GEBN,N/A,N/A,N/A,N/A,N/A
CABK,N/A,N/A,N/A,N/A,N/A
ALL,The Allstate Corporation,"The Allstate Corporation, together with its subsidiaries, provides property and casualty, and other insurance products in the United States and Canada. The company operates through Allstate Protection; Protection Services; Allstate Health and Benefits; and Run-off Property-Liability segments. The Allstate Protection segment offers private passenger auto and homeowners insurance; other personal lines products; and commercial lines products under the Allstate and Encompass brand names. The Protection Services segment provides consumer product protection plans and related technical support for mobile phones, consumer electronics, furniture, and appliances; finance and insurance products, including vehicle service contracts, guaranteed asset protection waivers, road hazard tire and wheel, and paint and fabric protection; towing, jump-start, lockout, fuel delivery, and tire change services; device and mobile data collection services; data and analytic solutions using automotive telematics information; and identity protection services. This segment offers its products under various brands, including Allstate Protection Plans, Allstate Dealer Services, Allstate Roadside, Arity, Avail, and Allstate Identity Protection. The Allstate Health and Benefits segment provides life, accident, critical illness, short-term disability, and other health insurance products; stop-loss and fully insured group health products to employers; and short-term medical and medicare supplement insurance to individuals. The Run-off Property-Liability segment offers property and casualty insurance. It sells its products through agents, independent agents, call centers, retailers, voluntary benefits brokers, strategic partners, financial specialists, wholesale partners, and affinity groups, as well as through online and mobile applications. The company was founded in 1931 and is headquartered in Northbrook, Illinois.",Financial Services,Insurance - Property & Casualty,0.11%
8725,N/A,N/A,N/A,N/A,N/A
LGEN,N/A,N/A,N/A,N/A,N/A
DANSKE,N/A,N/A,N/A,N/A,N/A
DNBH,N/A,N/A,N/A,N/A,N/A
GLE,N/A,N/A,N/A,N/A,N/A
6762,N/A,N/A,N/A,N/A,N/A
DTG,N/A,N/A,N/A,N/A,N/A
6920,N/A,N/A,N/A,N/A,N/A
FER,N/A,N/A,N/A,N/A,N/A
4523,N/A,N/A,N/A,N/A,N/A
SWEDA,N/A,N/A,N/A,N/A,N/A
NESTE,N/A,N/A,N/A,N/A,N/A
8630,N/A,N/A,N/A,N/A,N/A
STO,N/A,N/A,N/A,N/A,N/A
16,N/A,N/A,N/A,N/A,N/A
KNIN,N/A,N/A,N/A,N/A,N/A
6201,N/A,N/A,N/A,N/A,N/A
QBE,N/A,N/A,N/A,N/A,N/A
STMN,N/A,N/A,N/A,N/A,N/A
9735,N/A,N/A,N/A,N/A,N/A
6326,N/A,N/A,N/A,N/A,N/A
SHL,N/A,N/A,N/A,N/A,N/A
SCMN,N/A,N/A,N/A,N/A,N/A
0O87,N/A,N/A,N/A,N/A,N/A
8113,N/A,N/A,N/A,N/A,N/A
6701,N/A,N/A,N/A,N/A,N/A
ACA,"Arcosa, Inc.","Arcosa, Inc., together with its subsidiaries, provides infrastructure-related products and solutions for the construction, engineered structures, and transportation markets in North America. It operates through three segments: Construction Products, Engineered Structures, and Transportation Products. The Construction Products segment offers natural and recycled aggregates; specialty materials; and construction site support equipment, including trench shields and shoring products for residential and non-residential construction, and specialty/other products, as well as for infrastructure construction. The Engineered Structures segment provides utility structures, wind towers, traffic structures, and telecommunication structures for electricity transmission and distribution, wind power generation, highway road construction, and wireless communication markets. The Transportation Products segment offers inland barges, fiberglass barge covers, winches, marine hardware, and steel components for railcars; cast components for industrial and mining sectors; and axles, circular forgings, and coupling devices for freight, tank, locomotive, and passenger rail transportation equipment, as well as other industrial uses. Arcosa, Inc. was incorporated in 2018 and is headquartered in Dallas, Texas.",Industrials,Engineering & Construction,0.09%
HO,N/A,N/A,N/A,N/A,N/A
SHBA,N/A,N/A,N/A,N/A,N/A
ESSITYB,N/A,N/A,N/A,N/A,N/A
1605,N/A,N/A,N/A,N/A,N/A
RTO,Rentokil Initial plc,"Rentokil Initial plc, together with its subsidiaries, provides route-based services in North America, the United Kingdom, rest of Europe, Asia, the Pacific, and internationally. It offers a range of pest control services for rodents, and flying and crawling insects, as well as other forms of wildlife management for commercial customers. The company also provides hygiene services, including the provision and maintenance of products, such as soap and hand sanitizer dispensers, hand dryers, air care and purification, cubicle and surface sanitizers, feminine hygiene units, toilet paper dispensers, and floor protection mats. In addition, it engages in the supply and maintenance of workwear and protective equipment. Further, the company installs and services interior and exterior plant displays, flowers, replica foliage, Christmas decorations, and ambient scenting for commercial businesses; offers property care services; and provides a range of specialist cleaning services, such as graffiti removal deep cleaning of kitchens and washrooms, trauma cleaning, and flood or fire damage cleaning, as well as specialist medical and hygiene services. Rentokil Initial plc was founded in 1903 and is headquartered in Crawley, the United Kingdom.",Industrials,Specialty Business Services,0.09%
8015,N/A,N/A,N/A,N/A,N/A
SY1,N/A,N/A,N/A,N/A,N/A
AV,N/A,N/A,N/A,N/A,N/A
NWG,NatWest Group plc,"NatWest Group plc, together with its subsidiaries, provides banking and financial products and services to personal, commercial, corporate, and institutional customers in the United Kingdom and internationally. It operates through Retail Banking, Private Banking, and Commercial & Institutional segments. The Retail Banking segment offers a range of banking products and related financial services, such as current accounts, mortgages, personal unsecured lending, and personal deposits, as well as mobile and online banking services. The Private Banking segment provides private banking and wealth management products for high-net-worth individuals and their business interests. The Commercial & Institutional segment offers banking and financial solutions to large corporate organisations, multi-nationals, and financial institutions. The company was formerly known as The Royal Bank of Scotland Group plc and changed its name to NatWest Group plc in July 2020. NatWest Group plc was founded in 1727 and is headquartered in Edinburgh, the United Kingdom.",Financial Services,Banks - Regional,0.09%
7832,N/A,N/A,N/A,N/A,N/A
1,N/A,N/A,N/A,N/A,N/A
8309,N/A,N/A,N/A,N/A,N/A
EDEN,N/A,N/A,N/A,N/A,N/A
EDP,N/A,N/A,N/A,N/A,N/A
1928,N/A,N/A,N/A,N/A,N/A
4507,N/A,N/A,N/A,N/A,N/A
COL,N/A,N/A,N/A,N/A,N/A
HNR1,N/A,N/A,N/A,N/A,N/A
BEI,N/A,N/A,N/A,N/A,N/A
EBS,Emergent BioSolutions Inc.,"Emergent BioSolutions Inc., a life sciences company, focuses on the provision of preparedness and response solutions that address accidental, deliberate, and naturally occurring public health threats (PHTs) in the United States. Its products address PHTs, which include chemical, biological, radiological, nuclear, and explosives; emerging infectious diseases; travel health; public health crises; and acute, emergency, and community care. The company offers ACAM2000, a smallpox vaccine; Anthrasil to for inhalational anthrax; Botulism Antitoxin Heptavalent to treat botulinum disease; BioThrax, an anthrax vaccine; Ebanga, a monoclonal antibody to treat infection caused by Zaire ebolavirus; raxibacumab injection for the treatment of inhalational anthrax; reactive skin decontamination lotion kits; TEMBEXA for the treatment of human smallpox disease; Trobigard, an auto-injector atropine sulfate and obidoxime chloride auto-injector for the emergency treatment of known or suspected exposure to nerve agents; and vaccinia immune globulin intravenous that addresses complications from smallpox vaccine. It also provides NARCAN, a nasal spray for the emergency treatment of known or suspected opioid overdose; Vivotif, an oral vaccine for typhoid fever; and Vaxchora, a single-dose oral vaccine to treat cholera. In addition, the company is developing AV7909, an anthrax vaccine; CGRD-001, a pralidoxime chloride/atropine auto-injector; CHIKV VLP, a chikungunya virus VLP vaccine; EBS-LASV; EGRD-001, a diazepam auto-injector; SIAN, an antidote for the initial treatment of acute poisoning of cyanide; and UniFlu, a universal influenza vaccine. Further, it provides contract development and manufacturing services comprising drug substance and product manufacturing, and packaging, as well as technology transfer, process, and analytical development services. The company was incorporated in 1998 and is headquartered in Gaithersburg, Maryland.",Healthcare,Drug Manufacturers - Specialty & Generic,0.09%
