Ticker,Security Name,Sector,Industry,Price,Weight,Return,Contribution
9101,Nippon Yusen Kabushiki Kaisha,Industrials,Marine Transportation,3677.00,0.08%,44.85%,2.83
7309,Shimano Inc.,Consumer Discretionary,Leisure Products,22225.00,0.08%,-8.26%,-0.82
LISN,Chocoladefabriken Lindt & Sprngli AG,Consumer Staples,Food Products,105800.00,0.08%,9.00%,0.75
Z74,Singapore Telecommunications Limited,Communication Services,Diversified Telecommunication Services,2.36,0.08%,-7.24%,-0.71
SOON,Sonova Holding AG,Health Care,Health Care Equipment and Supplies,226.00,0.08%,-8.32%,-0.83
2,CLP Holdings Limited,Utilities,Electric Utilities,58.40,0.08%,10.34%,0.85
669,Techtronic Industries Company Limited,Industrials,Machinery,73.80,0.08%,-16.91%,-1.84
HEN3,Henkel AG & Co. KGaA,Consumer Staples,Household Products,96.88,0.08%,1.91%,0.17
INF,Informa plc,Communication Services,Media,7.02,0.08%,29.29%,2.04
4911,Shiseido Company Limited,Consumer Staples,Personal Care Products,4185.00,0.08%,-28.32%,-3.55
0A00,Akzo Nobel N.V.,Materials,Chemicals,66.16,0.08%,-3.33%,-0.31
KRZ,Kerry Group plc,Consumer Staples,Food Products,72.36,0.08%,-22.20%,-2.55
BNZL,Bunzl plc,Industrials,Trading Companies and Distributors,29.55,0.08%,2.81%,0.24
CBK,Commerzbank AG,Financials,Banks,10.97,0.08%,46.85%,2.84
BXB,Brambles Limited,Industrials,Commercial Services and Supplies,13.62,0.08%,24.38%,1.74
8308,Resona Holdings Inc.,Financials,Banks,781.40,0.08%,39.24%,2.48
BNR,Brenntag SE,Industrials,Trading Companies and Distributors,73.24,0.08%,10.03%,0.80
BAER,Julius Br Gruppe AG,Financials,Capital Markets,52.72,0.08%,2.15%,0.18
LISP,Chocoladefabriken Lindt & Sprngli AG,Consumer Staples,Food Products,10630.00,0.08%,7.98%,0.65
8604,Nomura Holdings Inc.,Financials,Capital Markets,604.00,0.08%,26.35%,1.82
2503,Kirin Holdings Company Limited,Consumer Staples,Beverages,2175.00,0.08%,5.59%,0.46
COLOB,Coloplast A/S,Health Care,Health Care Equipment and Supplies,707.60,0.08%,-19.10%,-2.03
AENA,Aena S.M.E. S.A.,Industrials,Transportation Infrastructure,147.95,0.08%,23.19%,1.62
SGRO,SEGRO Plc,Real Estate,Industrial REITs,7.67,0.08%,-6.84%,-0.63
NXT,NEXT plc,Consumer Discretionary,Broadline Retail,75.32,0.08%,36.00%,2.24
KPN,Koninklijke KPN N.V.,Communication Services,Diversified Telecommunication Services,3.21,0.08%,20.82%,1.46
8697,Japan Exchange Group Inc.,Financials,Capital Markets,3139.00,0.07%,61.12%,3.11
FRE,Fresenius SE & Co. KGaA,Health Care,Health Care Providers and Services,25.90,0.07%,13.43%,0.96
TRN,Terna S.p.A.,Utilities,Electric Utilities,7.31,0.07%,7.67%,0.58
LUMI,Bank Leumi le-Israel B.M.,Financials,Banks,26.80,0.07%,-19.15%,-1.93
7270,Subaru Corporation,Consumer Discretionary,Automobiles,2718.00,0.07%,21.81%,1.46
KRX,Kingspan Group plc,Industrials,Building Products,65.42,0.07%,2.75%,0.22
MONC,Moncler S.p.A.,Consumer Discretionary,Textiles Apparel and Luxury Goods,49.73,0.07%,-1.76%,-0.15
5020,ENEOS Holdings Inc.,Energy,Oil Gas and Consumable Fuels,547.20,0.07%,18.52%,1.26
SUN,Suncorp Group Limited,Financials,Insurance,13.22,0.07%,16.72%,1.13
EPIA,Epiroc AB (publ),Industrials,Machinery,183.10,0.07%,-6.23%,-0.53
NICE,NICE Ltd.,Information Technology,Software,658.30,0.07%,-7.02%,-0.60
SN,Smith & Nephew plc,Health Care,Health Care Equipment and Supplies,10.15,0.07%,-1.02%,-0.08
CARLB,Carlsberg A/S,Consumer Staples,Beverages,300.00,0.07%,1.20%,0.09
27,Galaxy Entertainment Group Limited,Consumer Discretionary,Hotels Restaurants and Leisure,41.35,0.07%,-9.27%,-0.80
7532,Pan Pacific International Holdings Corporation,Consumer Discretionary,Broadline Retail,3221.00,0.07%,40.24%,2.25
COH,Cochlear Limited,Health Care,Health Care Equipment and Supplies,252.38,0.07%,26.79%,1.65
INVEA,Investor AB (publ),Financials,Financial Services,204.70,0.07%,3.10%,0.24
MTX,MTU Aero Engines AG,Industrials,Aerospace and Defense,184.05,0.07%,5.28%,0.39
9503,The Kansai Electric Power Company Incorporated,Utilities,Electric Utilities,1932.50,0.07%,75.96%,3.33
HAL,HAL Trust,Financials,Financial Services,110.40,0.07%,-8.17%,-0.69
CNA,Centrica plc,Utilities,Multi-Utilities,1.52,0.07%,89.28%,3.64
PNDORA,Pandora A/S,Consumer Discretionary,Textiles Apparel and Luxury Goods,884.20,0.07%,73.37%,3.24
PRY,Prysmian S.p.A.,Industrials,Electrical Equipment,35.00,0.07%,7.18%,0.51
HEI,Heidelberg Materials AG,Materials,Construction Materials,70.74,0.07%,41.22%,2.23
0Q4U,Novozymes A/S,Materials,Chemicals,338.98,0.07%,-16.91%,-1.55
6988,Nitto Denko Corporation,Materials,Chemicals,10400.00,0.07%,24.83%,1.51
TLS,Telstra Group Limited,Communication Services,Diversified Telecommunication Services,3.95,0.07%,6.72%,0.47
MT,ArcelorMittal S.A.,Materials,Metals and Mining,20.50,0.07%,-19.91%,-1.84
POLI,Bank Hapoalim B.M.,Financials,Banks,29.14,0.07%,-10.60%,-0.87
CA,Carrefour SA,Consumer Staples,Consumer Staples Distribution and Retail,17.29,0.07%,10.87%,0.72
NN,NN Group N.V.,Financials,Insurance,31.47,0.06%,-20.65%,-1.89
1COV,Covestro AG,Materials,Chemicals,47.15,0.06%,26.07%,1.49
TEVA,Teva Pharmaceutical Industries Limited,Health Care,Pharmaceuticals,33.91,0.06%,3.32%,0.23
ALFA,Alfa Laval Corporate AB,Industrials,Machinery,370.20,0.06%,24.74%,1.43
CNHI,CNH Industrial N.V.,Industrials,Machinery,9.80,0.06%,-34.69%,-3.81
ABF,Associated British Foods plc,Consumer Staples,Food Products,23.43,0.06%,54.60%,2.52
4684,OBIC Co.Ltd.,Information Technology,IT Services,22140.00,0.06%,1.18%,0.08
6506,YASKAWA Electric Corporation,Industrials,Machinery,5503.00,0.06%,21.87%,1.28
7201,Nissan Motor Co. Ltd.,Consumer Discretionary,Automobiles,583.80,0.06%,20.91%,1.23
SRG,Snam S.p.A.,Utilities,Gas Utilities,4.33,0.06%,-1.81%,-0.13
9021,West Japan Railway Company,Industrials,Ground Transportation,5876.00,0.06%,8.03%,0.52
5802,Sumitomo Electric Industries Ltd.,Consumer Discretionary,Automobile Components,1816.00,0.06%,18.72%,1.10
ORG,Origin Energy Limited,Utilities,Electric Utilities,8.78,0.06%,21.35%,1.23
8795,T&D Holdings Inc.,Financials,Insurance,2618.00,0.06%,77.16%,3.04
3407,Asahi Kasei Corporation,Materials,Chemicals,1001.50,0.06%,4.89%,0.32
EXO,Exor N.V.,Financials,Financial Services,84.48,0.06%,18.19%,1.06
1113,CK Asset Holdings Limited,Real Estate,Real Estate Management and Development,38.25,0.06%,-14.64%,-1.17
9843,Nitori Holdings Co. Ltd.,Consumer Discretionary,Specialty Retail,14875.00,0.06%,-4.53%,-0.32
WPP,WPP plc,Communication Services,Media,7.00,0.06%,-15.26%,-1.23
NIBEB,NIBE Industrier AB (publ),Industrials,Building Products,65.32,0.06%,-33.45%,-3.43
9104,Mitsui O.S.K. Lines Ltd.,Industrials,Marine Transportation,3809.00,0.06%,35.97%,1.80
8601,Daiwa Securities Group Inc.,Financials,Capital Markets,958.10,0.06%,65.86%,2.70
PKO,Powszechna Kasa Oszczednosci Bank Polski Splka Akcyjna,Financials,Banks,43.74,0.06%,58.48%,2.50
SHL,Sonic Healthcare Limited,Health Care,Health Care Providers and Services,30.11,0.06%,-5.06%,-0.36
4188,Mitsubishi Chemical Group Corporation,Materials,Chemicals,967.50,0.06%,38.80%,1.89
9502,Chubu Electric Power Company Incorporated,Utilities,Electric Utilities,1825.50,0.06%,52.60%,2.32
3659,NEXON Co. Ltd.,Communication Services,Entertainment,2991.50,0.06%,15.24%,0.89
S32,South32 Limited,Materials,Metals and Mining,3.06,0.06%,-27.05%,-2.49
CPU,Computershare Limited,Industrials,Professional Services,25.02,0.06%,0.01%,0.00
SK3,Smurfit Kappa Group Plc,Materials,Containers and Packaging,32.23,0.06%,-8.81%,-0.64
HLMA,Halma plc,Information Technology,Electronic Equipment Instruments and Components,19.24,0.06%,-17.59%,-1.42
IAG,Insurance Australia Group Limited,Financials,Insurance,5.79,0.06%,23.83%,1.28
SVT,Severn Trent PLC,Utilities,Water Utilities,26.38,0.06%,2.49%,0.16
UU,United Utilities Group PLC,Utilities,Water Utilities,10.77,0.06%,11.90%,0.70
HMB,H & M Hennes & Mauritz AB (publ),Consumer Discretionary,Specialty Retail,154.32,0.06%,30.06%,1.50
PKN,Orlen S.A.,Energy,Oil Gas and Consumable Fuels,61.85,0.06%,7.29%,0.44
QGEN,Qiagen N.V.,Health Care,Life Sciences Tools and Services,38.36,0.06%,-20.35%,-1.64
9531,Tokyo Gas Co.Ltd.,Utilities,Gas Utilities,3314.00,0.06%,39.78%,1.83
SCHP,Schindler Holding AG,Industrials,Machinery,189.90,0.06%,3.22%,0.20
SW,Sodexo S.A.,Consumer Discretionary,Hotels Restaurants and Leisure,100.95,0.06%,19.17%,1.03
7272,Yamaha Motor Co. Ltd.,Consumer Discretionary,Automobiles,3660.00,0.06%,11.35%,0.65
SCAB,Svenska Cellulosa Aktiebolaget SCA (publ),Materials,Paper and Forest Products,156.20,0.06%,14.72%,0.81
AKRBP,Aker BP ASA,Energy,Oil Gas and Consumable Fuels,314.80,0.06%,-3.02%,-0.20
MRO,Melrose Industries PLC,Industrials,Aerospace and Defense,5.30,0.06%,101.29%,3.17
PSON,Pearson plc,Consumer Discretionary,Diversified Consumer Services,9.68,0.06%,5.95%,0.35
NST,Northern Star Resources Limited,Materials,Metals and Mining,11.35,0.06%,14.71%,0.81
4528,Ono Pharmaceutical Co. Ltd.,Health Care,Pharmaceuticals,2655.50,0.06%,-17.07%,-1.29
UCB,UCB SA,Health Care,Pharmaceuticals,66.10,0.06%,-9.08%,-0.63
BTA,BT Group plc,Communication Services,Diversified Telecommunication Services,1.23,0.06%,9.70%,0.55
SCG,Scentre Group,Real Estate,Retail REITs,2.52,0.06%,-6.59%,-0.44
5411,JFE Holdings Inc.,Materials,Metals and Mining,2158.00,0.05%,52.65%,2.11
BAMI,Banco BPM S.p.A.,Financials,Banks,5.32,0.05%,82.94%,2.77
MNDI,Mondi plc,Materials,Paper and Forest Products,14.00,0.05%,-7.06%,-0.46
J36,Jardine Matheson Holdings Limited,Industrials,Industrial Conglomerates,39.97,0.05%,-11.47%,-0.78
ADM,Admiral Group plc,Financials,Insurance,25.68,0.05%,31.22%,1.43
3402,Toray Industries Inc.,Materials,Chemicals,760.70,0.05%,9.96%,0.54
2897,Nissin Foods Holdings Co.Ltd.,Consumer Staples,Food Products,15025.00,0.05%,49.61%,1.99
6645,OMRON Corporation,Information Technology,Electronic Equipment Instruments and Components,5895.00,0.05%,-19.05%,-1.41
11,Hang Seng Bank Limited,Financials,Banks,87.35,0.05%,-22.20%,-1.70
TEP,Teleperformance SE,Industrials,Professional Services,125.90,0.05%,-32.49%,-2.86
5201,AGC Inc.,Industrials,Building Products,5268.00,0.05%,21.97%,1.07
ORSTED,rsted A/S,Utilities,Electric Utilities,292.20,0.05%,-55.19%,-7.26
F34,Wilmar International Limited,Consumer Staples,Food Products,3.59,0.05%,-6.45%,-0.41
TEN,Tenaris S.A.,Energy,Energy Equipment and Services,16.32,0.05%,5.79%,0.32
9042,Hankyu Hanshin Holdings Inc.,Industrials,Ground Transportation,4623.00,0.05%,14.29%,0.73
CRDA,Croda International Plc,Materials,Chemicals,45.21,0.05%,-34.84%,-3.11
4689,LY Corporation,Communication Services,Interactive Media and Services,441.40,0.05%,20.09%,0.97
6869,Sysmex Corporation,Health Care,Health Care Equipment and Supplies,7587.00,0.05%,-14.13%,-0.96
MB,Mediobanca Banca di Credito Finanziario S.p.A.,Financials,Banks,11.70,0.05%,26.89%,1.23
WTB,Whitbread plc,Consumer Discretionary,Hotels Restaurants and Leisure,32.80,0.05%,30.16%,1.34
STERV,Stora Enso Oyj,Materials,Paper and Forest Products,11.84,0.05%,-12.93%,-0.86
SOLB,Solvay SA,Materials,Chemicals,99.20,0.05%,2.43%,0.14
BRBY,Burberry Group plc,Consumer Discretionary,Textiles Apparel and Luxury Goods,16.71,0.05%,-14.54%,-0.97
HEIO,Heineken Holding N.V.,Consumer Staples,Beverages,72.10,0.05%,5.84%,0.32
0MR6,Chr. Hansen Holding A/S,Materials,Chemicals,528.00,0.05%,21.65%,1.02
SPX,Spirax-Sarco Engineering plc,Industrials,Machinery,85.42,0.05%,-26.94%,-2.10
FBK,FinecoBank Banca Fineco S.p.A.,Financials,Banks,12.02,0.05%,-13.39%,-0.88
1812,Kajima Corporation,Industrials,Construction and Engineering,2455.50,0.05%,74.35%,2.43
9532,Osaka Gas Co. Ltd.,Utilities,Gas Utilities,2866.00,0.05%,45.82%,1.78
AUTO,Auto Trader Group plc,Communication Services,Interactive Media and Services,6.99,0.05%,23.49%,1.08
6479,MINEBEA MITSUMI Inc.,Industrials,Machinery,2600.00,0.05%,16.27%,0.78
5713,Sumitomo Metal Mining Co. Ltd.,Materials,Metals and Mining,4177.00,0.05%,-5.56%,-0.33
MOWI,Mowi ASA,Consumer Staples,Food Products,187.45,0.05%,27.60%,1.20
ITRK,Intertek Group plc,Industrials,Professional Services,38.05,0.05%,-3.29%,-0.19
GBLB,Groupe Bruxelles Lambert SA,Financials,Financial Services,72.60,0.05%,-6.56%,-0.39
VER,VERBUND AG,Utilities,Electric Utilities,83.30,0.05%,5.29%,0.28
2267,Yakult Honsha Co.Ltd.,Consumer Staples,Food Products,3711.00,0.05%,-6.22%,-0.37
RO,Roche Holding AG,Health Care,Pharmaceuticals,253.20,0.05%,-33.36%,-2.75
FPH,Fisher & Paykel Healthcare Corporation Limited,Health Care,Health Care Equipment and Supplies,21.87,0.05%,14.86%,0.71
4612,Nippon Paint Holdings Co. Ltd.,Materials,Chemicals,1044.00,0.05%,0.61%,0.03
7911,TOPPAN Holdings Inc.,Industrials,Commercial Services and Supplies,3349.00,0.05%,65.49%,2.16
CON,Continental Aktiengesellschaft,Consumer Discretionary,Automobile Components,64.02,0.05%,6.41%,0.33
9005,Tokyu Corporation,Industrials,Ground Transportation,1763.00,0.05%,10.43%,0.51
3,The Hong Kong and China Gas Company Limited,Utilities,Gas Utilities,5.40,0.05%,-11.86%,-0.73
NHY,Norsk Hydro ASA,Materials,Metals and Mining,60.14,0.05%,-12.68%,-0.79
UHR,The Swatch Group AG,Consumer Discretionary,Textiles Apparel and Luxury Goods,227.50,0.05%,-9.97%,-0.60
WTC,WiseTech Global Limited,Information Technology,Software,62.05,0.05%,9.29%,0.46
SRT3,Sartorius Aktiengesellschaft,Health Care,Life Sciences Tools and Services,246.70,0.05%,-40.95%,-3.72
ENT,Entain Plc,Consumer Discretionary,Hotels Restaurants and Leisure,8.92,0.05%,-33.54%,-2.71
9613,NTT DATA Group Corporation,Information Technology,IT Services,1821.50,0.05%,-11.26%,-0.68
2413,M3 Inc.,Health Care,Health Care Technology,2483.50,0.05%,-47.53%,-4.83
PAH3,Porsche Automobil Holding SE,Consumer Discretionary,Automobiles,44.13,0.05%,-22.56%,-1.55
7202,Isuzu Motors Limited,Consumer Discretionary,Automobiles,1865.00,0.05%,14.34%,0.66
ACS,ACS Actividades de Construccin y Servicios S.A.,Industrials,Construction and Engineering,33.78,0.05%,35.83%,1.39
EQT,EQT AB (publ),Financials,Capital Markets,225.20,0.05%,-13.00%,-0.78
ASX,ASX Limited,Financials,Capital Markets,56.97,0.05%,-16.16%,-1.01
EN,Bouygues SA,Industrials,Construction and Engineering,34.32,0.05%,19.87%,0.87
7701,Shimadzu Corporation,Information Technology,Electronic Equipment Instruments and Components,3757.00,0.05%,-9.43%,-0.54
A17U,CapitaLand Ascendas REIT,Real Estate,Industrial REITs,2.69,0.05%,3.04%,0.15
TRYG,Tryg A/S,Financials,Insurance,142.75,0.05%,-8.30%,-0.47
9009,Keisei Electric Railway Co. Ltd.,Industrials,Ground Transportation,6178.00,0.05%,71.24%,2.14
6586,Makita Corporation,Industrials,Machinery,3691.00,0.05%,26.21%,1.07
SMIN,Smiths Group plc,Industrials,Industrial Conglomerates,16.39,0.05%,6.54%,0.32
FGR,Eiffage SA,Industrials,Construction and Engineering,86.32,0.05%,-3.87%,-0.21
BOL,Boliden AB (publ),Materials,Metals and Mining,276.00,0.05%,-22.86%,-1.52
1878,Daito Trust Construction Co.Ltd.,Real Estate,Real Estate Management and Development,15960.00,0.05%,13.07%,0.59
0Q99,ageas SA/NV,Financials,Insurance,37.85,0.05%,6.51%,0.31
ERF,Eurofins Scientific SE,Health Care,Life Sciences Tools and Services,49.86,0.05%,-29.42%,-2.12
4324,Dentsu Group Inc.,Communication Services,Media,4491.00,0.05%,-0.76%,-0.04
AGN,Aegon Ltd.,Financials,Insurance,4.80,0.05%,9.37%,0.43
RAND,Randstad N.V.,Industrials,Professional Services,52.06,0.05%,-0.80%,-0.04
8951,Nippon Building Fund Inc.,Real Estate,Office REITs,606000.00,0.05%,-2.62%,-0.14
7912,Dai Nippon Printing Co. Ltd.,Industrials,Commercial Services and Supplies,4023.00,0.04%,54.09%,1.77
9143,SG Holdings Co.Ltd.,Industrials,Air Freight and Logistics,2051.50,0.04%,1.11%,0.06
ELISA,Elisa Oyj,Communication Services,Diversified Telecommunication Services,41.80,0.04%,-11.45%,-0.65
4062,Ibiden Co.Ltd.,Information Technology,Electronic Equipment Instruments and Components,7002.00,0.04%,24.33%,0.98
MAERSKB,A.P. Mller - Mrsk A/S,Industrials,Marine Transportation,9944.00,0.04%,-10.72%,-0.60
BVI,Bureau Veritas SA,Industrials,Professional Services,21.93,0.04%,-14.52%,-0.84
7261,Mazda Motor Corporation,Consumer Discretionary,Automobiles,1674.50,0.04%,60.90%,1.88
6,Power Assets Holdings Limited,Utilities,Electric Utilities,38.70,0.04%,5.62%,0.26
C38U,CapitaLand Integrated Commercial Trust,Real Estate,Retail REITs,1.79,0.04%,-7.51%,-0.40
BALN,Bloise Holding AG,Financials,Insurance,132.20,0.04%,-0.11%,-0.01
APA,APA Group,Utilities,Gas Utilities,8.19,0.04%,-20.62%,-1.27
GALP,Galp Energia SGPS S.A.,Energy,Oil Gas and Consumable Fuels,13.87,0.04%,28.39%,1.07
7259,Aisin Corporation,Consumer Discretionary,Automobile Components,5487.00,0.04%,50.44%,1.62
METSO,Metso Oyj,Industrials,Machinery,8.66,0.04%,3.42%,0.16
6383,Daifuku Co. Ltd.,Industrials,Machinery,2588.00,0.04%,5.47%,0.25
JMT,Jernimo Martins SGPS S.A.,Consumer Staples,Consumer Staples Distribution and Retail,22.44,0.04%,13.80%,0.59
HEN,Henkel AG & Co. KGaA,Consumer Staples,Household Products,62.64,0.04%,3.57%,0.17
TLC,The Lottery Corporation Limited,Consumer Discretionary,Hotels Restaurants and Leisure,4.58,0.04%,5.29%,0.24
0G8C,Telenor ASA,Communication Services,Diversified Telecommunication Services,116.18,0.04%,30.17%,1.12
4704,Trend Micro Incorporated,Information Technology,Software,7085.00,0.04%,4.01%,0.18
MIN,Mineral Resources Limited,Materials,Metals and Mining,58.02,0.04%,-29.55%,-2.00
LDO,Leonardo S.p.a.,Industrials,Aerospace and Defense,14.83,0.04%,111.87%,2.51
1928,Sands China Ltd.,Consumer Discretionary,Hotels Restaurants and Leisure,20.85,0.04%,11.26%,0.48
RED,Redeia Corporacin S.A.,Utilities,Electric Utilities,14.73,0.04%,-7.53%,-0.38
OMV,OMV Aktiengesellschaft,Energy,Oil Gas and Consumable Fuels,42.91,0.04%,-1.95%,-0.09
1801,Taisei Corporation,Industrials,Construction and Engineering,5102.00,0.04%,37.75%,1.29
BN4,Keppel Corporation Limited,Industrials,Industrial Conglomerates,6.26,0.04%,43.03%,1.42
RHC,Ramsay Health Care Limited,Health Care,Health Care Providers and Services,52.44,0.04%,-13.66%,-0.74
8593,Mitsubishi HC Capital Inc.,Financials,Financial Services,948.50,0.04%,57.78%,1.72
PLS,Pilbara Minerals Limited,Materials,Metals and Mining,3.48,0.04%,-30.41%,-2.05
3088,MatsukiyoCocokara & Co.,Consumer Staples,Consumer Staples Distribution and Retail,2637.00,0.04%,52.60%,1.61
SKFB,AB SKF (publ),Industrials,Machinery,182.95,0.04%,2.66%,0.12
ELE,Endesa S.A.,Utilities,Electric Utilities,18.79,0.04%,12.82%,0.53
PZU,Powszechny Zaklad Ubezpieczen SA,Financials,Insurance,45.56,0.04%,69.46%,1.91
1802,Obayashi Corporation,Industrials,Construction and Engineering,1306.50,0.04%,40.83%,1.33
7936,ASICS Corporation,Consumer Discretionary,Textiles Apparel and Luxury Goods,4917.00,0.04%,72.70%,1.93
C6L,Singapore Airlines Limited,Industrials,Passenger Airlines,6.21,0.04%,22.31%,0.83
MPL,Medibank Private Limited,Financials,Insurance,3.50,0.04%,30.43%,1.05
TRELB,Trelleborg AB (publ),Industrials,Machinery,297.80,0.04%,20.17%,0.76
DSCT,Israel Discount Bank Limited,Financials,Banks,18.35,0.04%,-9.17%,-0.45
2269,Meiji Holdings Co. Ltd.,Consumer Staples,Food Products,3328.00,0.04%,5.89%,0.25
6504,Fuji Electric Co. Ltd.,Industrials,Electrical Equipment,6147.00,0.04%,5.72%,0.24
CPR,Davide Campari-Milano N.V.,Consumer Staples,Beverages,10.48,0.04%,7.53%,0.31
NEXI,Nexi S.p.A.,Financials,Financial Services,6.70,0.04%,-32.65%,-2.16
BKG,The Berkeley Group Holdings plc,Consumer Discretionary,Household Durables,43.02,0.04%,15.59%,0.60
6963,ROHM Co. Ltd.,Information Technology,Semiconductors and Semiconductor Equipment,2530.00,0.04%,-6.16%,-0.29
BME,B&M European Value Retail S.A.,Consumer Discretionary,Broadline Retail,5.31,0.04%,48.37%,1.44
4021,Nissan Chemical Corporation,Materials,Chemicals,5760.00,0.04%,-10.36%,-0.51
AIA,Auckland International Airport Limited,Industrials,Transportation Infrastructure,7.87,0.04%,2.10%,0.09
WRT1V,Wrtsil Oyj Abp,Industrials,Machinery,11.49,0.04%,47.52%,1.41
MNG,M&G plc,Financials,Financial Services,2.08,0.04%,21.60%,0.78
6965,Hamamatsu Photonics K.K.,Information Technology,Electronic Equipment Instruments and Components,5886.00,0.04%,-14.09%,-0.72
PUM,PUMA SE,Consumer Discretionary,Textiles Apparel and Luxury Goods,52.76,0.04%,3.44%,0.15
S68,Singapore Exchange Limited,Financials,Capital Markets,9.71,0.04%,10.61%,0.42
4204,Sekisui Chemical Co. Ltd.,Consumer Discretionary,Household Durables,2071.00,0.04%,13.03%,0.50
DHER,Delivery Hero SE,Consumer Discretionary,Hotels Restaurants and Leisure,26.89,0.04%,-40.17%,-2.90
SBRY,J Sainsbury plc,Consumer Staples,Consumer Staples Distribution and Retail,2.70,0.04%,29.89%,0.99
SGP,Stockland,Real Estate,Diversified REITs,3.77,0.04%,9.60%,0.38
G1A,GEA Group Aktiengesellschaft,Industrials,Machinery,34.59,0.04%,-11.00%,-0.53
BSL,BlueScope Steel Limited,Materials,Metals and Mining,19.71,0.04%,18.24%,0.66
FORTUM,Fortum Oyj,Utilities,Electric Utilities,12.13,0.04%,-11.06%,-0.53
DCC,DCC plc,Industrials,Industrial Conglomerates,46.66,0.04%,7.57%,0.30
66,MTR Corporation Limited,Industrials,Ground Transportation,29.20,0.04%,-17.92%,-0.92
WEIR,The Weir Group PLC,Industrials,Machinery,17.85,0.04%,3.49%,0.14
9064,Yamato Holdings Co. Ltd.,Industrials,Air Freight and Logistics,2572.50,0.04%,12.95%,0.48
VIV,Vivendi SE,Communication Services,Media,8.55,0.04%,1.40%,0.06
EPIB,Epiroc AB (publ),Industrials,Machinery,155.10,0.04%,-7.30%,-0.33
9697,Capcom Co. Ltd.,Communication Services,Entertainment,5038.00,0.04%,16.71%,0.60
BARN,Barry Callebaut AG,Consumer Staples,Food Products,1417.00,0.04%,-26.05%,-1.46
TWE,Treasury Wine Estates Limited,Consumer Staples,Beverages,10.66,0.04%,-16.25%,-0.80
3003,Hulic Co. Ltd.,Real Estate,Real Estate Management and Development,1388.00,0.04%,30.55%,0.96
PEO,Bank Polska Kasa Opieki S.A.,Financials,Banks,129.75,0.04%,66.33%,1.63
LAND,Land Securities Group Plc,Real Estate,Diversified REITs,6.05,0.04%,2.23%,0.09
SPK,Spark New Zealand Limited,Communication Services,Diversified Telecommunication Services,5.10,0.04%,6.51%,0.25
4091,Nippon Sanso Holdings Corporation,Materials,Chemicals,3971.00,0.04%,80.69%,1.82
ANTO,Antofagasta plc,Materials,Metals and Mining,12.93,0.04%,-6.62%,-0.29
9766,Konami Group Corporation,Communication Services,Entertainment,7982.00,0.04%,26.56%,0.85
4185,JSR Corporation,Materials,Chemicals,3988.00,0.04%,41.54%,1.18
2875,Toyo Suisan Kaisha Ltd.,Consumer Staples,Food Products,8021.00,0.04%,48.96%,1.32
9007,Odakyu Electric Railway Co. Ltd.,Industrials,Ground Transportation,2248.50,0.04%,34.43%,1.03
4755,Rakuten Group Inc.,Consumer Discretionary,Broadline Retail,552.50,0.04%,-20.57%,-1.04
PHNX,Phoenix Group Holdings plc,Financials,Insurance,4.91,0.04%,-4.47%,-0.19
GET,Getlink SE,Industrials,Transportation Infrastructure,15.70,0.04%,1.44%,0.06
SOL,Washington H. Soul Pattinson and Company Limited,Financials,Financial Services,34.06,0.04%,22.79%,0.74
YAR,Yara International ASA,Materials,Chemicals,363.30,0.04%,-9.01%,-0.39
GFC,Gecina,Real Estate,Office REITs,96.75,0.04%,4.22%,0.16
BDEV,Barratt Developments plc,Consumer Discretionary,Household Durables,4.50,0.04%,17.93%,0.60
ORK,Orkla ASA,Consumer Staples,Food Products,78.32,0.03%,20.60%,0.67
8952,Japan Real Estate Investment Corporation,Real Estate,Office REITs,556000.00,0.03%,-3.90%,-0.16
9001,Tobu Railway Co. Ltd.,Industrials,Ground Transportation,3802.00,0.03%,23.10%,0.73
DPH,Dechra Pharmaceuticals PLC,Health Care,Pharmaceuticals,37.78,0.03%,27.88%,0.85
KGF,Kingfisher plc,Consumer Discretionary,Specialty Retail,2.29,0.03%,-1.78%,-0.07
BMW3,Bayerische Motoren Werke Aktiengesellschaft,Consumer Discretionary,Automobiles,84.10,0.03%,14.27%,0.48
CCH,Coca-Cola HBC AG,Consumer Staples,Beverages,20.93,0.03%,6.50%,0.24
MZTF,Mizrahi Tefahot Bank Ltd.,Financials,Banks,130.70,0.03%,1.09%,0.04
NTGY,Naturgy Energy Group S.A.,Utilities,Gas Utilities,26.48,0.03%,7.43%,0.27
8331,The Chiba Bank Ltd.,Financials,Banks,1087.50,0.03%,45.52%,1.21
7186,Concordia Financial Group Ltd.,Financials,Banks,678.70,0.03%,60.55%,1.45
8473,SBI Holdings Inc.,Financials,Capital Markets,3238.00,0.03%,29.27%,0.87
9041,Kintetsu Group Holdings Co.Ltd.,Industrials,Ground Transportation,4172.00,0.03%,-8.64%,-0.36
9CI,CapitaLand Investment Limited,Real Estate,Real Estate Management and Development,2.94,0.03%,-13.36%,-0.59
3462,Nomura Real Estate Master Fund Inc.,Real Estate,Diversified REITs,168000.00,0.03%,4.62%,0.17
REA,REA Group Limited,Communication Services,Interactive Media and Services,152.91,0.03%,24.82%,0.76
ENR,Siemens Energy AG,Industrials,Electrical Equipment,9.96,0.03%,-30.55%,-1.68
TELIA,Telia Company AB (publ),Communication Services,Diversified Telecommunication Services,24.15,0.03%,-11.71%,-0.50
