Symbol,Company,Description,Sector,Industry,Weights
WOW,"WideOpenWest, Inc.","WideOpenWest, Inc. provides high speed data, cable television, and digital telephony services to residential and business services customers in the United States. The company's video services include basic cable services that comprise local broadcast television and local community programming; digital cable services; WOW tv+ that offers traditional cable video and cloud DVR functionality, voice remote with Google Assistant, and Netflix integration along with access to various streaming services and apps through the Google Play Store; and commercial-free movies, TV shows, sports, and other special event entertainment programs. Its telephony services consist of local and long-distance telephone services; business telephony and data services include fiber based, office-to-office metro Ethernet, session initiated protocol trunking, colocation infrastructure, cloud computing, managed backup, and recovery services. The company was formerly known as WideOpenWest Kite, Inc. and changed its name to WideOpenWest, Inc. in March 2017. WideOpenWest, Inc. was founded in 2001 and is based in Englewood, Colorado.",Communication Services,Telecom Services,0.34%
BATS,N/A,N/A,N/A,N/A,N/A
MQG,N/A,N/A,N/A,N/A,N/A
SAN,"Banco Santander, S.A.","Banco Santander, S.A. provides various retail and commercial banking products and services to individuals, small and medium-sized enterprises, and large companies worldwide. The company operates through Retail Banking, Santander Corporate & Investment Banking, Wealth Management & Insurance, and PagoNxt segments. It offers demand and time deposits, and current and savings accounts; mortgages, consumer finance, syndicated corporate loans, cash management, export and agency finance, trade and working capital solutions, and corporate finance; and insurance products. The company also provides cash, asset, and wealth management; and private banking services. In addition, it is involved in the corporate banking, treasury, risk hedging, foreign trade, and investment banking activities, as well as provides digital payment solutions. The company was formerly known as Banco Santander Central Hispano S.A. and changed its name to Banco Santander, S.A. in June 2007. Banco Santander, S.A. was founded in 1856 and is headquartered in Madrid, Spain.",Financial Services,Banks - Diversified,0.31%
LSEG,N/A,N/A,N/A,N/A,N/A
PRU,"Prudential Financial, Inc.","Prudential Financial, Inc., together with its subsidiaries, provides insurance, investment management, and other financial products and services in the United States and internationally. It operates through PGIM, Retirement Strategies, Group Insurance, Individual Annuities, Individual Life, Assurance IQ, and International Businesses segments. The company offers investment management services and solutions related to public fixed income, public equity, real estate debt and equity, private credit and other alternatives, and multi-asset class strategies to institutional and retail clients, as well as its general account. It also provides a range of retirement investment, and income products and services to retirement plan sponsors in the public, private, and not-for-profit sectors; and group life, long-term and short-term group disability, and group corporate-, bank-, and trust-owned life insurance in the United States, primarily to institutional clients for use in connection with employee and membership benefits plans, as well as sells accidental death and dismemberment, and other supplemental health solutions; and provides plan administration services in connection with its insurance coverages. In addition, the company develops and distributes individual variable and fixed annuity products, principally to the mass affluent and affluent markets; and individual variable, term, and universal life insurance products to the mass middle, mass affluent, and affluent markets in the United States. Further, it provides third-party life, health, Medicare, property and casualty, and term life products to retail shoppers through its digital and agent channels. The company offers its products and services to individual and institutional customers through its proprietary and third-party distribution networks. Prudential Financial, Inc. was founded in 1875 and is headquartered in Newark, New Jersey.",Financial Services,Insurance - Life,0.30%
5802,N/A,N/A,N/A,N/A,N/A
4307,N/A,N/A,N/A,N/A,N/A
5713,N/A,N/A,N/A,N/A,N/A
9064,N/A,N/A,N/A,N/A,N/A
BBVA,"Banco Bilbao Vizcaya Argentaria, S.A.","Banco Bilbao Vizcaya Argentaria, S.A., together with its subsidiaries, provides retail banking, wholesale banking, and asset management services. It offers current accounts; and demand, savings, overnight, time, term, and subordinated deposits. The company also provides loan products; deals in securities; leasing, factoring, brokerage, and asset management services; and manages pension and investment funds. In addition, it offers credit cards; corporate and investment banking services; insurance products and services; and real estate services. The company provides its products through online and mobile channels. It operates in Spain, Mexico, South America, the United States, Turkey, Asia, and rest of Europe. Banco Bilbao Vizcaya Argentaria, S.A. was founded in 1857 and is headquartered in Bilbao, Spain.",Financial Services,Banks - Diversified,0.28%
4151,N/A,N/A,N/A,N/A,N/A
4507,N/A,N/A,N/A,N/A,N/A
669,N/A,N/A,N/A,N/A,N/A
STO,N/A,N/A,N/A,N/A,N/A
AD,N/A,N/A,N/A,N/A,N/A
ADS,N/A,N/A,N/A,N/A,N/A
6098,N/A,N/A,N/A,N/A,N/A
QBE,N/A,N/A,N/A,N/A,N/A
SAND,Sandstorm Gold Ltd.,"Sandstorm Gold Ltd. operates as a gold royalty company. The company focuses on acquiring royalties and gold and other metals purchase agreements (streams) from companies that have advanced stage development projects or operating mines. It offers upfront payments for companies to acquire a stream or royalty and receives the right to purchase a percentage of a mine's production for the life of the mine at a fixed price per unit or at a fixed percentage of the spot price. The company has a portfolio of 250 streams and royalties. It primarily has operations in Canada, Mexico, the United States, Mongolia, Burkina Faso, Ecuador, South Africa, Ghana, Botswana, Cote D'Ivoire, Argentina, Brazil, Chile, Peru, Egypt, Ethiopia, Guyana, Paraguay, French Guiana, Turkey, Sweden, Fiji, and Australia. The company was formerly known as Sandstorm Resources Ltd. and changed its name to Sandstorm Gold Ltd. in February 2011. Sandstorm Gold Ltd. was incorporated in 2007 and is headquartered in Vancouver, Canada.",Basic Materials,Gold,0.26%
6504,N/A,N/A,N/A,N/A,N/A
3382,N/A,N/A,N/A,N/A,N/A
P911,N/A,N/A,N/A,N/A,N/A
4911,N/A,N/A,N/A,N/A,N/A
U11,N/A,N/A,N/A,N/A,N/A
NAB,N/A,N/A,N/A,N/A,N/A
9766,N/A,N/A,N/A,N/A,N/A
RI,N/A,N/A,N/A,N/A,N/A
KER,N/A,N/A,N/A,N/A,N/A
SAN,"Banco Santander, S.A.","Banco Santander, S.A. provides various retail and commercial banking products and services to individuals, small and medium-sized enterprises, and large companies worldwide. The company operates through Retail Banking, Santander Corporate & Investment Banking, Wealth Management & Insurance, and PagoNxt segments. It offers demand and time deposits, and current and savings accounts; mortgages, consumer finance, syndicated corporate loans, cash management, export and agency finance, trade and working capital solutions, and corporate finance; and insurance products. The company also provides cash, asset, and wealth management; and private banking services. In addition, it is involved in the corporate banking, treasury, risk hedging, foreign trade, and investment banking activities, as well as provides digital payment solutions. The company was formerly known as Banco Santander Central Hispano S.A. and changed its name to Banco Santander, S.A. in June 2007. Banco Santander, S.A. was founded in 1856 and is headquartered in Madrid, Spain.",Financial Services,Banks - Diversified,0.31%
7974,N/A,N/A,N/A,N/A,N/A
6723,N/A,N/A,N/A,N/A,N/A
2388,N/A,N/A,N/A,N/A,N/A
ADYEN,N/A,N/A,N/A,N/A,N/A
BAYN,N/A,N/A,N/A,N/A,N/A
DCC,N/A,N/A,N/A,N/A,N/A
MPL,N/A,N/A,N/A,N/A,N/A
WES,"Western Midstream Partners, LP","Western Midstream Partners, LP, together with its subsidiaries, operates as a midstream energy company primarily in the United States. It is involved in gathering, compressing, treating, processing, and transporting natural gas; gathering, stabilizing, and transporting condensate, natural gas liquids (NGLs), and crude oil; and gathering and disposing produced water. It also buys and sells natural gas, NGLs, and condensate. The company operates assets located in Texas, New Mexico, the Rocky Mountains, and North-central Pennsylvania. Western Midstream Holdings, LLC operates as the general partner of the company. The company was formerly known as Western Gas Equity Partners, LP and changed its name to Western Midstream Partners, LP in February 2019. Western Midstream Partners, LP was incorporated in 2007 and is based in The Woodlands, Texas.",Energy,Oil & Gas Midstream,0.17%
MBG,N/A,N/A,N/A,N/A,N/A
BAER,"Bridger Aerospace Group Holdings, Inc.","Bridger Aerospace Group Holdings, Inc. provides aerial wildfire management, relief and suppression, and firefighting services to federal and state government agencies in the United States. It offers fire suppression services, such as direct fire suppression aerial firefighting support services for ground crew to drop large amounts of water quickly and directly on wildfires. The company also provides aerial surveillance services, including fire suppression aircraft over an incident and tactical coordination with the incident commander through its manned and unmanned aircraft. It operates an aircraft fleet of 21 planes. The company was founded in 2018 and is headquartered in Belgrade, Montana.",Industrials,Security & Protection Services,0.16%
NG,NovaGold Resources Inc.,"NovaGold Resources Inc. explores for and develops gold mineral properties in the United States. Its principal asset is the Donlin Gold project consisting of 493 mining claims covering an area of approximately 29,008 hectares located in the Kuskokwim region of southwestern Alaska. The company was formerly known as NovaCan Mining Resources (1985) Limited and changed its name to NovaGold Resources Inc. in March 1987. NovaGold Resources Inc. was incorporated in 1984 and is based in Vancouver, Canada.",Basic Materials,Gold,0.15%
MRK,"Merck & Co., Inc.","Merck & Co., Inc. operates as a healthcare company worldwide. It operates through two segments, Pharmaceutical and Animal Health. The Pharmaceutical segment offers human health pharmaceutical products in the areas of oncology, hospital acute care, immunology, neuroscience, virology, cardiovascular, and diabetes, as well as vaccine products, such as preventive pediatric, adolescent, and adult vaccines. The Animal Health segment discovers, develops, manufactures, and markets veterinary pharmaceuticals, vaccines, and health management solutions and services, as well as digitally connected identification, traceability, and monitoring products. The company serves drug wholesalers and retailers, hospitals, and government agencies; managed health care providers, such as health maintenance organizations, pharmacy benefit managers, and other institutions; and physicians and physician distributors, veterinarians, and animal producers. It has collaborations with AstraZeneca PLC; Bayer AG; Eisai Co., Ltd.; Ridgeback Biotherapeutics LP; and Gilead Sciences, Inc. to jointly develop and commercialize long-acting treatments in HIV, as well as a collaboration with Bionomics to identify novel a7 nAChR PAMs suitable for the treatment of cognitive disorder; and clinical trial collaboration and supply agreement with Ankyra Therapeutics to evaluate ANK-101 in combination with KEYTRUDA (pembrolizumab) in patients with advanced solid tumors, as well as a clinical trial collaboration and supply agreement with Phanes Therapeutics, Inc. to evaluate PT886 in combination with KEYTRUDA for the treatment of claudin 18.2 positive gastric or gastroesophageal junction adenocarcinomas, as well as a development and commercialization agreement with Daiichi Sankyo Company, Limited to jointly develop and commercialize Daiichi Sankyo's DXd antibody drug conjugate (ADC) candidates. Merck & Co., Inc. was founded in 1891 and is headquartered in Rahway, New Jersey.",Healthcare,Drug Manufacturers - General,0.15%
CS,N/A,N/A,N/A,N/A,N/A
1113,N/A,N/A,N/A,N/A,N/A
9983,N/A,N/A,N/A,N/A,N/A
TW,Tradeweb Markets Inc.,"Tradeweb Markets Inc. builds and operates electronic marketplaces in the Americas, Europe, the Middle East, Africa, Asia Pacific, and internationally. The company's marketplaces facilitate trading in a range of asset classes, including rates, credit, money markets, and equities. It offers pre-trade data and analytics, trade execution, and trade processing, as well as post-trade data, analytics, and reporting services. The company provides flexible order and trading systems to institutional investors. It also offers a range of electronic, voice, and hybrid platforms to dealers and financial institutions on electronic or hybrid markets with Dealerweb platform; and trading solutions for financial advisory firms and traders with Tradeweb Direct platform. The company serves in the institutional, wholesale, and retail client sectors. Its customers include asset managers, hedge funds, insurance companies, central banks, banks and dealers, proprietary trading firms, retail brokerage and financial advisory firms, and regional dealers. The company was founded in 1996 and is headquartered in New York, New York. Tradeweb Markets Inc. operates a subsidiary of Refinitiv Parent Limited.",Financial Services,Capital Markets,0.14%
3407,N/A,N/A,N/A,N/A,N/A
ANZ,N/A,N/A,N/A,N/A,N/A
NOKIA,N/A,N/A,N/A,N/A,N/A
ENEL,N/A,N/A,N/A,N/A,N/A
5201,N/A,N/A,N/A,N/A,N/A
16,N/A,N/A,N/A,N/A,N/A
O39,N/A,N/A,N/A,N/A,N/A
GIVN,N/A,N/A,N/A,N/A,N/A
BNR,Burning Rock Biotech Limited,"Burning Rock Biotech Limited primarily develops and commercializes cancer therapy selection tests in the People's Republic of China. It operates in three segments: Central Laboratory Business, In-Hospital Business, and Pharma Research and Development Services. The company primarily offers next-generation sequencing-based tissue and liquid biopsy cancer therapy selection and prognosis prediction tests for various range of cancer types, including lung cancer, gastrointestinal cancer, prostate cancer, breast cancer, lymphomas, thyroid cancer, colorectal cancer, ovarian cancer, pancreatic cancer, and bladder cancer using tissue and liquid biopsy samples. Its principal products include OncoCompass IO, a corresponding test for liquid biopsy samples; OncoScreen IO, a pan-cancer test for tissue samples; and OncoCompass Target, a ctDNA liquid biopsy-based test for NSCLC. In addition, the company provides ColonCore for assessing microsatellite loci related to MSI status and detecting mutations in genes associated with gastrointestinal cancers; and brPROPHET, a pre-operative ctDNA detection and post-operative MRD calling for relapsed patients. Further, it has development and commercialization agreement with Myriad Genetics, Inc. to in-license Myriad myChoice tumor testing in China; licensing agreement with Oncocyte Corporation to in-license DetermaRx, a risk stratification test for early stage lung cancer patients in China; and collaborations on clinical trials and research studies with AstraZeneca, Bayer, Johnson & Johnson, CStone, BeiGene, Abbisko Therapeutics, and IMPACT Therapeutics and Merck KGaA. Additionally, the company offers OncoMaster, an automatic NGS data analysis and report interpretation machine for in-hospital model. Burning Rock Biotech Limited was incorporated in 2014 and is headquartered in Guangzhou, China.",Healthcare,Diagnostics & Research,0.12%
9984,N/A,N/A,N/A,N/A,N/A
9532,N/A,N/A,N/A,N/A,N/A
1928,N/A,N/A,N/A,N/A,N/A
7701,N/A,N/A,N/A,N/A,N/A
MGR,N/A,N/A,N/A,N/A,N/A
ZAL,N/A,N/A,N/A,N/A,N/A
IAG,IAMGOLD Corporation,"IAMGOLD Corporation, through its subsidiaries, explores, develops, and operates gold mining properties in North America and West Africa. The company owns 100% interest in the Westwood mine, covers an area of 1,925 hectare and located in Quebec and the Côté gold project, which covers an area of 596 square kilometer located in Ontario, Canada; and 90% interests in the Essakane mine situated in Burkina Faso and Boto gold project located in Senegal, West Africa. Its exploration and development projects include the 100% owned Diakha-Siribaya project that covers an area of approximately 600 square kilometres situated in Mali; the Monster Lake projects located in Quebec, Canada; and the Karita project that covers an area of approximately 100 square kilometres located in Guinea, as well as Pitangui project in Brazil, and 75% owned the Nelligan located in Québec. IAMGOLD Corporation was incorporated in 1990 and is headquartered in Toronto, Canada.",Basic Materials,Gold,0.11%
GMAB,Genmab A/S,"Genmab A/S develops antibody therapeutics for the treatment of cancer and other diseases primarily in Denmark. The company markets DARZALEX, a human monoclonal antibody for the treatment of patients with multiple myeloma (MM); teprotumumab for the treatment of thyroid eye disease; ofatumurnab, a human monoclonal antibody to treat chronic lymphocytic leukemia (CLL) and multiple sclerosis; and Amivantamab for advanced or metastatic gastric or esophageal cancer and NSCLC. Its products include daratumumab to treat MM, non-MM blood cancers, and AL amyloidosis; GEN1047; tisotumab vedotin for treating cervical, ovarian, and solid cancers; DuoBody-PD-L1x4-1BB, and DuoBody-CD40x4-1BB for treating solid tumors; Epcoritamab for relapsed/refractory diffuse large B-cell lymphoma and chronic lymphocytic leukemia; and HexaBody-CD38 and DuoHexaBody-CD37 for treating hematological malignancies. The company also develops Teclistamab, which is in Phase 2 trial for vaso-occlusive crises; Camidanlumab tesirine to treat hodgkin lymphoma and solid tumors; JNJ-64007957 and JNJ-64407564 to treat MM; PRV-015 for treating celiac disease; Mim8 for treating haemophilia A; and Lu AF82422 for treating multiple system atrophy disease. In addition, it has approximately 20 active pre-clinical programs. The company has a commercial license and collaboration agreement with Seagen Inc. to co-develop tisotumab vedotin. It also has a collaboration agreement with CureVac AG for the research and development of differentiated mRNA-based antibody products; argenx to discover, develop, and commercialize novel therapeutic antibodies with applications in immunology and oncology; and AbbVie for the development of epcoritamab, as well as collaborations with BioNTech, Janssen, Novo Nordisk A/S, BliNK Biomedical SAS, and Bolt Biotherapeutics, Inc. Genmab A/S was founded in 1999 and is headquartered in Copenhagen, Denmark.",Healthcare,Biotechnology,0.10%
CNA,CNA Financial Corporation,"CNA Financial Corporation provides commercial property and casualty insurance products in the United States and internationally. It operates through Specialty, Commercial, International, Life & Group, and Corporate & Other segments. The company offers professional liability coverages and risk management services to various professional firms, including architects, real estate agents, and accounting and law firms; directors and officers, employment practices, fiduciary, and fidelity and cyber coverages to small and mid-size firms, public and privately held firms, and not-for-profit organizations; professional and general liability, as well as associated casualty coverages for healthcare industry; surety and fidelity bonds; and warranty and alternative risks products. It also provides property insurance products, such as standard and property, marine, boiler, and machinery coverages; casualty insurance products comprising workers' compensation, general and product liability, commercial auto, umbrella, and excess and surplus coverages; specialized loss-sensitive insurance programs and total risk management services; and run-off long term care policies. CNA Financial Corporation operates as a subsidiary of Loews Corporation.",Financial Services,Insurance - Property & Casualty,0.09%
WDS,Woodside Energy Group Ltd,"Woodside Energy Group Ltd engages in the exploration, evaluation, development, production, marketing, and sale of hydrocarbons in Oceania, Africa, the Americas, Asia, and the Caribbean. The company produces liquefied natural gas, pipeline gas, condensate, natural gas liquids, and crude oil. It holds interests in the Pluto LNG, Northwest Shelf, Wheatstone and Julimar-Brunello, Bass Strait, Pyrenees FPSO, Macedon, Scarborough, Sangomar, Trion, Calypso, Browse, Wildling, Atlantis, Woodside Solar project, Sunrise and Troubadour, and Pluto Train 2 projects, as well as Liard basin. The company was formerly known as Woodside Petroleum Ltd and changed its name to Woodside Energy Group Ltd in May 2022. Woodside Energy Group Ltd was founded in 1954 and is headquartered in Perth, Australia.",Energy,Oil & Gas E&P,0.09%
BXB,N/A,N/A,N/A,N/A,N/A
SE,Sea Limited,"Sea Limited, together with its subsidiaries, engages in the digital entertainment, e-commerce, and digital financial service businesses in Southeast Asia, Latin America, rest of Asia, and internationally. It offers Garena digital entertainment platform for users to access mobile and PC online games, as well as eSports operations. The company also operates Shopee e-commerce platform, a mobile-centric marketplace that provides integrated payment and logistics infrastructure and seller services. In addition, it offers SeaMoney digital financial services to individuals and businesses, including offline and online mobile wallet, and payment processing services, as well as other offerings across credit, insurtech, and digital bank services under the ShopeePay, SPayLater, SeaBank, SeaInsure, and other digital financial services brands; and payment processing services for Shopee. The company was formerly known as Garena Interactive Holding Limited and changed its name to Sea Limited in April 2017. Sea Limited was incorporated in 2009 and is headquartered in Singapore.",Consumer Cyclical,Internet Retail,0.09%
GLEN,N/A,N/A,N/A,N/A,N/A
DSFIR,N/A,N/A,N/A,N/A,N/A
9201,N/A,N/A,N/A,N/A,N/A
SDZ,N/A,N/A,N/A,N/A,N/A
5401,N/A,N/A,N/A,N/A,N/A
DHER,N/A,N/A,N/A,N/A,N/A
6594,N/A,N/A,N/A,N/A,N/A
GPT,N/A,N/A,N/A,N/A,N/A
DXS,N/A,N/A,N/A,N/A,N/A
4502,N/A,N/A,N/A,N/A,N/A
4612,N/A,N/A,N/A,N/A,N/A
ITRK,N/A,N/A,N/A,N/A,N/A
823,N/A,N/A,N/A,N/A,N/A
BAS,N/A,N/A,N/A,N/A,N/A
SY1,N/A,N/A,N/A,N/A,N/A
2,N/A,N/A,N/A,N/A,N/A
6301,N/A,N/A,N/A,N/A,N/A
AZJ,N/A,N/A,N/A,N/A,N/A
868,N/A,N/A,N/A,N/A,N/A
4528,N/A,N/A,N/A,N/A,N/A
HEN3,N/A,N/A,N/A,N/A,N/A
4452,N/A,N/A,N/A,N/A,N/A
0Q4U,N/A,N/A,N/A,N/A,N/A
MAERSKB,N/A,N/A,N/A,N/A,N/A
VWS,N/A,N/A,N/A,N/A,N/A
VOW3,N/A,N/A,N/A,N/A,N/A
CSX,CSX Corporation,"CSX Corporation, together with its subsidiaries, provides rail-based freight transportation services. The company offers rail services; and transportation of intermodal containers and trailers, as well as other transportation services, such as rail-to-truck transfers and bulk commodity operations. It transports chemicals, agricultural and food products, minerals, automotive, forest products, fertilizers, and metals and equipment; and coal, coke, and iron ore to electricity-generating power plants, steel manufacturers, and industrial plants, as well as exports coal to deep-water port facilities. The company also offers intermodal transportation services through a network of approximately 30 terminals transporting manufactured consumer goods in containers; and drayage services, including the pickup and delivery of intermodal shipments. It serves the automotive industry with distribution centers and storage locations, as well as connects non-rail served customers through transferring products, such as plastics and ethanol from rail to trucks. The company operates approximately 20,000 route mile rail network, which serves various population centers in 26 states east of the Mississippi River, the District of Columbia, and the Canadian provinces of Ontario and Quebec, as well as owns and leases approximately 3,600 locomotives. It also serves production and distribution facilities through track connections. CSX Corporation was incorporated in 1978 and is headquartered in Jacksonville, Florida.",Industrials,Railroads,nan
SW,N/A,N/A,N/A,N/A,N/A
DSV,N/A,N/A,N/A,N/A,N/A
TDCAF,N/A,N/A,N/A,N/A,N/A
VIE,N/A,N/A,N/A,N/A,N/A
SREN,N/A,N/A,N/A,N/A,N/A
ELE,N/A,N/A,N/A,N/A,N/A
MAERSKA,N/A,N/A,N/A,N/A,N/A
0MR6,N/A,N/A,N/A,N/A,N/A
DANSKE,N/A,N/A,N/A,N/A,N/A
ADEN,N/A,N/A,N/A,N/A,N/A
ABI,N/A,N/A,N/A,N/A,N/A
NCM,N/A,N/A,N/A,N/A,N/A
ORSTED,N/A,N/A,N/A,N/A,N/A
NEM,Newmont Corporation,"Newmont Corporation engages in the production and exploration of gold. It also explores for copper, silver, zinc, and lead. The company has operations and/or assets in the United States, Canada, Mexico, Dominican Republic, Peru, Suriname, Argentina, Chile, Australia, and Ghana. As of December 31, 2022, it had proven and probable gold reserves of 96.1 million ounces and land position of 61,500 square kilometers. The company was founded in 1916 and is headquartered in Denver, Colorado.",Basic Materials,Gold,nan
ALO,N/A,N/A,N/A,N/A,N/A
EOAN,N/A,N/A,N/A,N/A,N/A
EBS,Emergent BioSolutions Inc.,"Emergent BioSolutions Inc., a life sciences company, focuses on the provision of preparedness and response solutions that address accidental, deliberate, and naturally occurring public health threats (PHTs) in the United States. Its products address PHTs, which include chemical, biological, radiological, nuclear, and explosives; emerging infectious diseases; travel health; public health crises; and acute, emergency, and community care. The company offers ACAM2000, a smallpox vaccine; Anthrasil to for inhalational anthrax; Botulism Antitoxin Heptavalent to treat botulinum disease; BioThrax, an anthrax vaccine; Ebanga, a monoclonal antibody to treat infection caused by Zaire ebolavirus; raxibacumab injection for the treatment of inhalational anthrax; reactive skin decontamination lotion kits; TEMBEXA for the treatment of human smallpox disease; Trobigard, an auto-injector atropine sulfate and obidoxime chloride auto-injector for the emergency treatment of known or suspected exposure to nerve agents; and vaccinia immune globulin intravenous that addresses complications from smallpox vaccine. It also provides NARCAN, a nasal spray for the emergency treatment of known or suspected opioid overdose; Vivotif, an oral vaccine for typhoid fever; and Vaxchora, a single-dose oral vaccine to treat cholera. In addition, the company is developing AV7909, an anthrax vaccine; CGRD-001, a pralidoxime chloride/atropine auto-injector; CHIKV VLP, a chikungunya virus VLP vaccine; EBS-LASV; EGRD-001, a diazepam auto-injector; SIAN, an antidote for the initial treatment of acute poisoning of cyanide; and UniFlu, a universal influenza vaccine. Further, it provides contract development and manufacturing services comprising drug substance and product manufacturing, and packaging, as well as technology transfer, process, and analytical development services. The company was incorporated in 1998 and is headquartered in Gaithersburg, Maryland.",Healthcare,Drug Manufacturers - Specialty & Generic,nan
HEI,HEICO Corporation,"HEICO Corporation, through its subsidiaries, designs, manufactures, and sells aerospace, defense, and electronic related products and services. The company's Flight Support Group segment provides jet engine and aircraft component replacement parts; thermal insulation blankets and parts; renewable/reusable insulation systems; and specialty components. This segment also distributes hydraulic, pneumatic, structural, interconnect, mechanical, and electro-mechanical components for the commercial, regional, and general aviation markets; and offers repair and overhaul services for jet engine and aircraft component parts, avionics, instruments, composites, and flight surfaces of commercial aircraft, as well as for avionics and navigation systems, subcomponents, and other instruments utilized on military aircraft. Its Electronic Technologies Group segment provides electro-optical infrared simulation and test equipment; electro-optical laser products; electro-optical, microwave, and other power equipment; electromagnetic and radio frequency (RF) interference shielding and suppression filters; power conversion and interface products; interconnection devices; power electronics; and underwater locator beacons and emergency locator transmission beacons. This segment also offers traveling wave tube amplifiers and microwave power modules; memory products and specialty semiconductors; harsh environment connectivity products and custom molded cable assemblies; RF and microwave products; communications and electronic intercept receivers and tuners; self-sealing auxiliary fuel systems; active antenna systems and airborne antennas; nuclear radiation detectors; silicone products; power amplifiers; ceramic-to-metal feedthroughs and connectors; technical surveillance countermeasures equipment; RF receivers and sources; embedded computing solutions; test sockets and adapters; and radiation assurance services. The company was founded in 1957 and is headquartered in Hollywood, Florida.",Industrials,Aerospace & Defense,nan
[object Object],N/A,N/A,N/A,N/A,N/A
[object Object],N/A,N/A,N/A,N/A,N/A
[object Object],N/A,N/A,N/A,N/A,N/A
[object Object],N/A,N/A,N/A,N/A,N/A
[object Object],N/A,N/A,N/A,N/A,N/A
[object Object],N/A,N/A,N/A,N/A,N/A
[object Object],N/A,N/A,N/A,N/A,N/A
[object Object],N/A,N/A,N/A,N/A,N/A
[object Object],N/A,N/A,N/A,N/A,N/A
[object Object],N/A,N/A,N/A,N/A,N/A
[object Object],N/A,N/A,N/A,N/A,N/A
[object Object],N/A,N/A,N/A,N/A,N/A
[object Object],N/A,N/A,N/A,N/A,N/A
LIN,Linde plc,"Linde plc operates as an industrial gas company in North and South America, Europe, the Middle East, Africa, and the Asia Pacific. It offers atmospheric gases, including oxygen, nitrogen, argon, and rare gases; and process gases, such as carbon dioxide, helium, hydrogen, electronic gases, specialty gases, and acetylene. The company also designs and constructs turnkey process plants for third-party customers, as well as for the gas businesses in various locations, such as air separation, hydrogen, synthesis, olefin, and natural gas plants. It serves a range of industries, including healthcare, chemicals and energy, manufacturing, metals and mining, food and beverage, and electronics. The company was founded in 1879 and is based in Woking, the United Kingdom.",Basic Materials,Specialty Chemicals,nan
SYNNE,N/A,N/A,N/A,N/A,N/A
[object Object],N/A,N/A,N/A,N/A,N/A
[object Object],N/A,N/A,N/A,N/A,N/A
[object Object],N/A,N/A,N/A,N/A,N/A
[object Object],N/A,N/A,N/A,N/A,N/A
[object Object],N/A,N/A,N/A,N/A,N/A
[object Object],N/A,N/A,N/A,N/A,N/A
SGSN,N/A,N/A,N/A,N/A,N/A
[object Object],N/A,N/A,N/A,N/A,N/A
[object Object],N/A,N/A,N/A,N/A,N/A
[object Object],N/A,N/A,N/A,N/A,N/A
[object Object],N/A,N/A,N/A,N/A,N/A
[object Object],N/A,N/A,N/A,N/A,N/A
[object Object],N/A,N/A,N/A,N/A,N/A
[object Object],N/A,N/A,N/A,N/A,N/A
[object Object],N/A,N/A,N/A,N/A,N/A
[object Object],N/A,N/A,N/A,N/A,N/A
[object Object],N/A,N/A,N/A,N/A,N/A
[object Object],N/A,N/A,N/A,N/A,N/A
[object Object],N/A,N/A,N/A,N/A,N/A
[object Object],N/A,N/A,N/A,N/A,N/A
[object Object],N/A,N/A,N/A,N/A,N/A
NOVOB,N/A,N/A,N/A,N/A,N/A
[object Object],N/A,N/A,N/A,N/A,N/A
[object Object],N/A,N/A,N/A,N/A,N/A
[object Object],N/A,N/A,N/A,N/A,N/A
[object Object],N/A,N/A,N/A,N/A,N/A
